WAFER_KEY,INSPECTION_TIME,DEFECT_ID,LOT_old,LOT_new,WAFER_ID_old,WAFER_ID_new,LAYER_old,LAYER_new,CLASS_old,CLASS_new,MANUAL_OPTICAL_CLASS_old,MANUAL_OPTICAL_CLASS_new,LOT7_old,LOT7_new,ACTUAL_LOT_old,ACTUAL_LOT_new,YYMM_old,YYMM_new,change_type,lookback_days,logged_at
8418066,2026-08-20 00:55:53,4088,D6158760,D6158760,A2AT4026SLG1,A2AT4026SLG1,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0.0,D615876,D615876,D6158760,D6158760,2608.0,2608.0,class_changed,210,2026-08-21 07:28:25
8418066,2026-08-20 00:55:53,546,D6158760,D6158760,A2AT4026SLG1,A2AT4026SLG1,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0.0,D615876,D615876,D6158760,D6158760,2608.0,2608.0,class_changed,210,2026-08-21 07:28:25
8418098,2026-08-20 00:55:53,3838,D6158760,D6158760,A2AFY006SLF7,A2AFY006SLF7,8M5CL,8M5CL,SMALL_PARTICLE,BEEP,0.0,0.0,D615876,D615876,D6158760,D6158760,2608.0,2608.0,class_changed,210,2026-08-21 07:28:25
9149668,2026-08-19 16:57:43,18855,D6164630V,D6164630V,HJ4EP556JKH2,HJ4EP556JKH2,8M6CL,8M6CL,SMALL_PARTICLE,BEEP,0.0,0.0,D616463,D616463,D6164630V,D6164630V,2608.0,2608.0,class_changed,210,2026-08-21 07:28:25
8599217,2026-08-22 02:09:13,19,D6204300,D6204300,MCQJW722WAD7,MCQJW722WAD7,8M5CL,8M5CL,BEEP,SMALL_PARTICLE,0.0,0.0,D620430,D620430,D6204300,D6204300,2608.0,2608.0,class_changed,210,2026-08-23 07:28:21
8610294,2026-08-20 11:36:32,23899,D6208640,D6208640,A2HE8010SLE6,A2HE8010SLE6,8M6CL,8M6CL,BEEP,SMALL_PARTICLE,0.0,0.0,D620864,D620864,D6208640,D6208640,2608.0,2608.0,class_changed,210,2026-08-24 07:28:36
8524632,2026-08-25 17:00:34,28,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,445,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,451,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,458,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,475,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,476,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524632,2026-08-25 17:00:34,478,,D6182090,,MCR4E890WAG6,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,1,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,106,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,110,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,126,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,181,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,182,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,197,D6182090,D6182090,MCR4E915WAF7,MCR4E915WAF7,8M6CL,8M6CL,BEEP,SMALL_PARTICLE,0.0,0.0,D618209,D618209,D6182090,D6182090,2608.0,2608.0,class_changed,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,198,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,203,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,206,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,24,D6182090,D6182090,MCR4E915WAF7,MCR4E915WAF7,8M6CL,8M6CL,BEEP,SMALL_PARTICLE,0.0,0.0,D618209,D618209,D6182090,D6182090,2608.0,2608.0,class_changed,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,27,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,28,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,33,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,70,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,71,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,82,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524736,2026-08-25 17:00:34,87,,D6182090,,MCR4E915WAF7,,8M6CL,,SMALL_PARTICLE,,0.0,,D618209,,D6182090,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8559659,2026-08-26 01:42:08,69,,D6193130,,HM9EB464JKB5,,8M6CL,,SMALL_PARTICLE,,83.0,,D619313,,D6193130,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8559667,2026-08-26 01:42:08,197,,D6193130,,HM9EB484JKD2,,8M6CL,,BEEP,,0.0,,D619313,,D6193130,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8559794,2026-08-26 01:42:08,135,,D6193130,,HM9EB481JKF2,,8M6CL,,SMALL_PARTICLE,,0.0,,D619313,,D6193130,,2608.0,added_by_backfill,210,2026-08-26 10:58:44
8524639,2026-08-25 17:00:34,58,D6182090,,MCR4E894WAB5,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D618209,,D6182090,,2608.0,,class_changed,210,2026-08-26 10:58:44
8550627,2026-08-25 11:27:18,70178,D6192680,,A2GKL108SLF3,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D619268,,D6192680,,2608.0,,class_changed,210,2026-08-26 10:58:44
7907643,2026-07-15 01:11:34,237,D6021070,,KJ7KQ324WFG6,,8M6CL,,SMALL_PARTICLE,MINI,0.0,0.0,D602107,,D6021070,,2607.0,,class_changed,210,2026-08-19 16:44:48
7945010,2026-04-30 15:23:49,16,D6031520,,ICDKA049MMC0,,8M6CL,,SMALL_PARTICLE,RESIDUE,2.0,2.0,D603152,,D6031520,,2604.0,,class_changed,210,2026-08-19 16:44:48
7945050,2026-04-30 15:23:49,78,D6031520,,ICDKA050MMF1,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D603152,,D6031520,,2604.0,,class_changed,210,2026-08-19 16:44:48
7975390,2026-05-08 23:06:58,37,D6042320,,A29ZA027SLD4,,8M6CL,,SMALL_PARTICLE,ILD_HOLE_TEAROUT,2.0,2.0,D604232,,D6042320,,2605.0,,class_changed,210,2026-08-19 16:44:48
7975390,2026-05-08 23:06:58,39,D6042320,,A29ZA027SLD4,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D604232,,D6042320,,2605.0,,class_changed,210,2026-08-19 16:44:48
8004945,2026-05-02 14:42:37,407,D6053160,,GT9LN504JKG3,,8M6CL,,BEEP,PATTERN,37.0,37.0,D605316,,D6053160,,2605.0,,class_changed,210,2026-08-19 16:44:48
8005015,2026-05-02 14:42:37,166,D6053160,,GT9LN505JKD2,,8M6CL,,SMALL_PARTICLE,BLOCKED_TRENCH,2.0,2.0,D605316,,D6053160,,2605.0,,class_changed,210,2026-08-19 16:44:48
8005088,2026-05-11 21:26:01,37,D6053120,,GT9LM716JKC4,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D605312,,D6053120,,2605.0,,class_changed,210,2026-08-19 16:44:48
8008084,2026-04-29 09:54:01,495,D6053180,,GS8QK426JKH0,,8M6CL,,BEEP,BLOCKED_TRENCH,37.0,37.0,D605318,,D6053180,,2604.0,,class_changed,210,2026-08-19 16:44:48
8010199,2026-05-05 04:15:53,2013,D6053240,,A28JU019SLC0,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D605324,,D6053240,,2605.0,,class_changed,210,2026-08-19 16:44:48
8012958,2026-05-02 09:52:12,193,D6053330,,GT9ZQ177JKB3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D605333,,D6053330,,2605.0,,class_changed,210,2026-08-19 16:44:48
8013011,2026-05-24 18:17:41,107,D6053380,,KJ9PL310WFC1,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D605338,,D6053380,,2605.0,,class_changed,210,2026-08-19 16:44:48
8024537,2026-05-02 12:25:46,1800,D6053060,,5DXBP694MVF5,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D605306,,D6053060,,2605.0,,class_changed,210,2026-08-19 16:44:48
8041600,2026-05-02 04:18:50,1309,D6054330,,MCLPH333WAE3,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D605433,,D6054330,,2605.0,,class_changed,210,2026-08-19 16:44:48
8044710,2026-05-05 01:16:02,4476,D6064510,,A27VC029SLE3,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D606451,,D6064510,,2605.0,,class_changed,210,2026-08-19 16:44:48
8044734,2026-04-29 19:31:24,64,D6064490,,A28WK015SLF4,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D606449,,D6064490,,2604.0,,class_changed,210,2026-08-19 16:44:48
8046756,2026-05-03 19:17:53,904,D6064390,,MCLPH444WAE7,,8M6CL,,SMALL_PARTICLE,LARGE_PARTICLE,2.0,2.0,D606439,,D6064390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8046756,2026-05-03 19:17:53,917,D6064390,,MCLPH444WAE7,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606439,,D6064390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8046853,2026-05-01 04:40:48,539,D6064390,,MCLPH415WAD0,,8M5CL,,BEEP,MINI,37.0,37.0,D606439,,D6064390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8046853,2026-05-01 04:40:48,559,D6064390,,MCLPH415WAD0,,8M5CL,,BEEP,MINI,37.0,37.0,D606439,,D6064390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8046853,2026-05-01 04:40:48,796,D6064390,,MCLPH415WAD0,,8M5CL,,BEEP,MINI,37.0,37.0,D606439,,D6064390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8046948,2026-05-05 15:55:21,680,D6064460,,KJAUC056WFB1,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D606446,,D6064460,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051948,2026-05-20 22:58:23,36,D6064640,,GT9FQ230JKD3,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D606464,,D6064640,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051948,2026-05-20 22:58:23,56,D6064640,,GT9FQ230JKD3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606464,,D6064640,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051948,2026-05-20 22:58:23,63,D6064640,,GT9FQ230JKD3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606464,,D6064640,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051954,2026-05-25 17:00:19,58,D6064630,,KJAUC014WFE1,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606463,,D6064630,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051970,2026-05-25 17:00:19,33,D6064630,,KJAUC020WFG3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606463,,D6064630,,2605.0,,class_changed,210,2026-08-19 16:44:48
8051970,2026-05-25 17:00:19,36,D6064630,,KJAUC020WFG3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D606463,,D6064630,,2605.0,,class_changed,210,2026-08-19 16:44:48
8052089,2026-05-20 22:58:23,186,D6064640,,GT9FQ211JKG0,,8M6CL,,BEEP,SCRATCH,37.0,37.0,D606464,,D6064640,,2605.0,,class_changed,210,2026-08-19 16:44:48
8052111,2026-05-25 19:36:45,75,D6064650,,KJAUF505WFA5,,8M5CL,,BEEP,PATTERN,37.0,37.0,D606465,,D6064650,,2605.0,,class_changed,210,2026-08-19 16:44:48
8083113,2026-05-12 12:24:26,833,D6075360,,5DXEC557MVF3,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D607536,,D6075360,,2605.0,,class_changed,210,2026-08-19 16:44:48
8083120,2026-05-12 23:24:39,57,D6075330,,5DXCR407MVF4,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D607533,,D6075330,,2605.0,,class_changed,210,2026-08-19 16:44:48
8083951,2026-05-10 13:28:41,13,D6075410,,5DXCR457MVF7,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D607541,,D6075410,,2605.0,,class_changed,210,2026-08-19 16:44:48
8085642,2026-05-01 15:18:23,5985,D6075500,,KJAAC426WFF2,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D607550,,D6075500,,2605.0,,class_changed,210,2026-08-19 16:44:48
8104242,2026-05-09 00:40:52,30539,D6075760,,KJA9Y009WFE1,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D607576,,D6075760,,2605.0,,class_changed,210,2026-08-19 16:44:48
8104242,2026-05-09 00:40:52,37690,D6075760,,KJA9Y009WFE1,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D607576,,D6075760,,2605.0,,class_changed,210,2026-08-19 16:44:48
8110033,2026-05-25 12:55:09,8158,D6078870,,GU0MN676JKC3,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D607887,,D6078870,,2605.0,,class_changed,210,2026-08-19 16:44:48
8110036,2026-05-25 12:55:09,32931,D6078870,,GU2MA634JKE2,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D607887,,D6078870,,2605.0,,class_changed,210,2026-08-19 16:44:48
8124853,2026-05-25 22:31:13,362,D6086180,,GU2DU440JKD4,,8M6CL,,BEEP,SCRATCH,37.0,37.0,D608618,,D6086180,,2605.0,,class_changed,210,2026-08-19 16:44:48
8124853,2026-05-25 22:31:13,498,D6086180,,GU2DU440JKD4,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D608618,,D6086180,,2605.0,,class_changed,210,2026-08-19 16:44:48
8126305,2026-05-26 06:03:46,396,D6086210,,A2AQR053SLB6,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D608621,,D6086210,,2605.0,,class_changed,210,2026-08-19 16:44:48
8126352,2026-06-01 11:55:34,223,D6086250,,A2AMA004SLC0,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D608625,,D6086250,,2606.0,,class_changed,210,2026-08-19 16:44:48
8126352,2026-06-01 11:55:34,268,D6086250,,A2AMA004SLC0,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D608625,,D6086250,,2606.0,,class_changed,210,2026-08-19 16:44:48
8126486,2026-06-01 11:55:34,1036,D6086250,,A2BJ8015SLA2,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D608625,,D6086250,,2606.0,,class_changed,210,2026-08-19 16:44:48
8126486,2026-06-01 11:55:34,365,D6086250,,A2BJ8015SLA2,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D608625,,D6086250,,2606.0,,class_changed,210,2026-08-19 16:44:48
8128403,2026-05-28 16:53:20,6807,D6086300,,GU2DU376JKG4,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D608630,,D6086300,,2605.0,,class_changed,210,2026-08-19 16:44:48
8155258,2026-05-29 02:09:00,17,D6091680,,GU1PU730JKB0,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D609168,,D6091680,,2605.0,,class_changed,210,2026-08-19 16:44:48
8156134,2026-05-30 18:35:56,35,D6091700,,A29G5135SLD4,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D609170,,D6091700,,2605.0,,class_changed,210,2026-08-19 16:44:48
8156220,2026-05-24 09:18:02,79,D6091720,,KJ7HD278WFD6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D609172,,D6091720,,2605.0,,class_changed,210,2026-08-19 16:44:48
8156266,2026-05-24 14:15:50,221,D6091760,,MCLXN356WAA6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D609176,,D6091760,,2605.0,,class_changed,210,2026-08-19 16:44:48
8156273,2026-05-24 14:15:50,19,D6091760,,MCLXN359WAG1,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D609176,,D6091760,,2605.0,,class_changed,210,2026-08-19 16:44:48
8161264,2026-05-28 23:49:23,181,D6091890,,A2ASU279SLE6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D609189,,D6091890,,2605.0,,class_changed,210,2026-08-19 16:44:48
8161528,2026-05-11 13:55:57,3527,D6091950,,KJ7HD248WFF0,,8M5CL,,SMALL_PARTICLE,ILD_HOLE_TEAROUT,2.0,2.0,D609195,,D6091950,,2605.0,,class_changed,210,2026-08-19 16:44:48
8169436,2026-05-18 21:09:14,187,D6091390,,KJA9W003WFA0,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D609139,,D6091390,,2605.0,,class_changed,210,2026-08-19 16:44:48
8191113,2026-05-29 22:55:13,1896,D6102250,,GU4ZC698JKD2,,8M5CL,,BEEP,MINI,37.0,37.0,D610225,,D6102250,,2605.0,,class_changed,210,2026-08-19 16:44:48
8193331,2026-05-31 06:24:59,1882,D6102150,,KJ9HA109WFC1,,8M5CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D610215,,D6102150,,2605.0,,class_changed,210,2026-08-19 16:44:48
8196018,2026-06-17 00:40:04,21,D6102320,,5DXKW182MVE4,,8M6CL,,BEEP,MINI,37.0,37.0,D610232,,D6102320,,2606.0,,class_changed,210,2026-08-19 16:44:48
8196086,2026-06-17 00:40:04,41,D6102320,,5DXKW178MVD3,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D610232,,D6102320,,2606.0,,class_changed,210,2026-08-19 16:44:48
8198556,2026-05-29 07:14:24,6713,D6102330,,MCLXT020WAD4,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D610233,,D6102330,,2605.0,,class_changed,210,2026-08-19 16:44:48
8198743,2026-05-30 03:37:14,72,D6102400,,A2AL6014SLG6,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D610240,,D6102400,,2605.0,,class_changed,210,2026-08-19 16:44:48
8201472,2026-06-01 02:48:29,15,D6102470,,A2BS5018SLC0,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D610247,,D6102470,,2606.0,,class_changed,210,2026-08-19 16:44:48
8206928,2026-06-02 16:41:59,711,D6102660,,KJAYU580WFD4,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D610266,,D6102660,,2606.0,,class_changed,210,2026-08-19 16:44:48
8218623,2026-08-11 20:10:40,1420,D610EPK0,,KJAUG022WFB5,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D610EPK,,D610EPK0,,2608.0,,class_changed,210,2026-08-19 16:44:48
8224541,2026-04-30 13:01:11,6198,D602EQQA,,A26XG070SLB5,,8M5CL,,BEEP,MINI,37.0,37.0,D602EQQ,,D602EQQA,,2604.0,,class_changed,210,2026-08-19 16:44:48
8224541,2026-05-03 05:15:25,147,D602EQQA,,A26XG070SLB5,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D602EQQ,,D602EQQA,,2605.0,,class_changed,210,2026-08-19 16:44:48
8229469,2026-06-10 04:44:49,28,D6113260,,A2AFY045SLE7,,8M6CL,,SMALL_PARTICLE,ROUNDMOUND_BEEP,0.0,0.0,D611326,,D6113260,,2606.0,,class_changed,210,2026-08-19 16:44:48
8229498,2026-06-07 16:23:11,2511,D6113250,,A2BR6077SLA0,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D611325,,D6113250,,2606.0,,class_changed,210,2026-08-19 16:44:48
8233010,2026-06-07 01:53:17,427,D6113320,,KJAZA105WFC4,,8M5CL,,BEEP,ROUNDMOUND_BEEP,0.0,0.0,D611332,,D6113320,,2606.0,,class_changed,210,2026-08-19 16:44:48
8233276,2026-06-13 01:33:25,15,D6113300,,KJAYR338WFA7,,8M6CL,,BEEP,SCRATCH,37.0,37.0,D611330,,D6113300,,2606.0,,class_changed,210,2026-08-19 16:44:48
8233333,2026-06-04 16:33:43,5431,D6113340,,KJAYT315WFC0,,8M5CL,,SMALL_PARTICLE,PATTERN,0.0,0.0,D611334,,D6113340,,2606.0,,class_changed,210,2026-08-19 16:44:48
8233391,2026-06-10 10:25:09,17789,D6113300,,KJAYR415WFA3,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D611330,,D6113300,,2606.0,,class_changed,210,2026-08-19 16:44:48
8233445,2026-06-05 21:38:04,416,D6113350,,KJAAA013WFF4,,8M5CL,,SMALL_PARTICLE,ILD_HOLE_TEAROUT,2.0,2.0,D611335,,D6113350,,2606.0,,class_changed,210,2026-08-19 16:44:48
8234435,2026-06-28 04:35:20,2162,D6113430,,KJAYT246WFF7,,8M5CL,,BEEP,ILD_HOLE_TEAROUT,0.0,0.0,D611343,,D6113430,,2606.0,,class_changed,210,2026-08-19 16:44:48
8234449,2026-06-28 04:35:20,1450,D6113430,,KJAYT237WFF5,,8M5CL,,BEEP,ROUNDMOUND_BEEP,0.0,0.0,D611343,,D6113430,,2606.0,,class_changed,210,2026-08-19 16:44:48
8234725,2026-05-30 03:30:59,13963,D6113400,,5DXKS425MVA7,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D611340,,D6113400,,2605.0,,class_changed,210,2026-08-19 16:44:48
8238965,2026-06-01 19:46:51,30,D6112870,,A28GD164SLB6,,8M6CL,,SMALL_PARTICLE,ROUNDMOUND_BEEP,0.0,0.0,D611287,,D6112870,,2606.0,,class_changed,210,2026-08-19 16:44:48
8242831,2026-06-01 23:59:53,121,D6113090,,A2BJ8103SLB1,,8M6CL,,BEEP,PATTERN,37.0,37.0,D611309,,D6113090,,2606.0,,class_changed,210,2026-08-19 16:44:48
8250390,2026-06-14 04:45:14,122,D6114510,,A2AZS066SLC1,,8M6CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D611451,,D6114510,,2606.0,,class_changed,210,2026-08-19 16:44:48
8250396,2026-06-17 22:36:02,39,D6114480,,KJAAE196WFD2,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D611448,,D6114480,,2606.0,,class_changed,210,2026-08-19 16:44:48
8250409,2026-06-17 22:36:02,70,D6114480,,KJAAE070WFG4,,8M6CL,,BEEP,FALLEN_LINES,37.0,37.0,D611448,,D6114480,,2606.0,,class_changed,210,2026-08-19 16:44:48
8250469,2026-06-17 22:36:02,2,D6114480,,KJAAE047WFA5,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,2.0,2.0,D611448,,D6114480,,2606.0,,class_changed,210,2026-08-19 16:44:48
8255822,2026-05-26 07:06:41,1621,D6114290,,KJA9Y004WFF0,,8M5CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D611429,,D6114290,,2605.0,,class_changed,210,2026-08-19 16:44:48
8256001,2026-06-10 15:59:03,3738,D6114650,,KJA9T315WFB7,,8M5CL,,BEEP,ROUNDMOUND_BEEP,37.0,37.0,D611465,,D6114650,,2606.0,,class_changed,210,2026-08-19 16:44:48
8267486,2026-06-05 00:18:27,12370,D6128140,,HE6DJ182JKE4,,8M5CL,,SMALL_PARTICLE,RESIDUE,2.0,2.0,D612814,,D6128140,,2606.0,,class_changed,210,2026-08-19 16:44:48
8267486,2026-06-05 00:18:27,16878,D6128140,,HE6DJ182JKE4,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D612814,,D6128140,,2606.0,,class_changed,210,2026-08-19 16:44:48
8270172,2026-06-14 15:10:54,923,D6128200,,HE4UD068JKA4,,8M6CL,,BEEP,PATTERN,0.0,0.0,D612820,,D6128200,,2606.0,,class_changed,210,2026-08-19 16:44:48
8271968,2026-06-17 12:33:56,18,D6124760,,A2BJ8036SLG1,,8M6CL,,BEEP,ROUNDMOUND_BEEP,0.0,0.0,D612476,,D6124760,,2606.0,,class_changed,210,2026-08-19 16:44:48
8287737,2026-06-27 09:41:27,93134,D6125360,,A2DD8229SLF6,,8M5CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D612536,,D6125360,,2606.0,,class_changed,210,2026-08-19 16:44:48
8303078,2026-06-01 18:50:50,64,D6136030,,A2CR1107SLE4,,8M6CL,,BEEP,FALLEN_LINES,0.0,0.0,D613603,,D6136030,,2606.0,,class_changed,210,2026-08-19 16:44:48
8303082,2026-06-01 18:50:50,1365,D6136030,,A2CJE029SLG3,,8M6CL,,SMALL_PARTICLE,SIZE_SMALL,0.0,0.0,D613603,,D6136030,,2606.0,,class_changed,210,2026-08-19 16:44:48
8303599,2026-06-30 03:19:13,42,D6136070,,A2DMV083SLD0,,8M5CL,,BEEP,FALLEN_LINES,37.0,37.0,D613607,,D6136070,,2606.0,,class_changed,210,2026-08-19 16:44:48
