YYMM,LOT,LOT7,ACTUAL_LOT,WAFER_ID,LAYER,WAFER_KEY,INSPECTION_TIME,DEFECT_ID,CLASS,FINEBIN,WAFER_X_MM,WAFER_Y_MM,IMAGE_COUNT,SUBENTITY,RECIPE,SUBENTITY_END_TIME,INSPECT_TIME,INSPECT_TOOL,PILOT_STATUS,SUM_NCDD,STATUS,BEEP_NCDD,SMP_NCDD,ORIGINAL_ROW_NUMBER,PILOT,_INCLUDE
2603,D5491220,D549122,D5491220,5DWYB347MVB3,8M6CL,7742509,2026/03/31 12:35:37 AM,10,SMALL_PARTICLE,SMALL_PARTICLE,16.555499,-10.976043,4,AME401_PM1,P_78_GABON_R1,2026/03/30 8:33:18 PM,2026/03/31 12:35:37 AM,BPD432,ICCR2+CV+GF,0.014337,BSL,0,0.014337,378,ICCR2,1
2601,D5413140,D541314,D5413140,GS1YD087JKF6,8M5CL,7443383,2026/01/26 11:50:27 PM,15,SMALL_PARTICLE,SMALL_PARTICLE,6.623819,-14.007307,5,AME411_PM4,P_78_GABON_B10_R3,2026/01/26 10:42:57 PM,2026/01/26 11:50:27 PM,BPD432,ICCR2+CV+GF,0.018459,BSL,0,0.018459,2016,ICCR2,1
2604,D6031730,D603173,D6031730,MCK3J017WAA5,8M6CL,7940781,2026/04/01 11:06:12 AM,5,SMALL_PARTICLE,SMALL_PARTICLE,0.867641,-7.942454,4,AME421_PM6,P_78_GABON_R1,2026/04/01 9:25:13 AM,2026/04/01 11:06:12 AM,BPD442,SRCIP,0.014337,BSL,0,0.014337,331,SRCIP,1
2603,D5474080,D547408,D5474080,GT3SZ804JKD2,8M6CL,7665356,2026/03/17 1:45:53 AM,9,SMALL_PARTICLE,LOWCONF,-1.219182,1.226375,4,AME409_PM3,P_78_GABON_R1,2026/03/17 12:47:48 AM,2026/03/17 1:45:53 AM,BPD458,ICCR2+CV+GF,0.003553,BSL,0,0.003553,630,ICCR2,1
2602,D5402320,D540232,D5402320,GS2UF435JKG1,8M5CL,7415740,2026/02/08 9:17:22 AM,71,SMALL_PARTICLE,SMALL_PARTICLE,-13.258445,-7.301806,5,AME409_PM6,P_78_GABON_B10_R3,2026/02/08 7:02:01 AM,2026/02/08 9:17:22 AM,BPD436,ICCR2+CV,0.007383,BSL,0,0.007383,1752,ICCR2,1
2603,D5512080,D551208,D5512080,KJ7KC201WFC6,8M6CL,7806251,2026/03/21 10:17:28 PM,84,SMALL_PARTICLE,SMALL_PARTICLE,6.215363,4.877366,4,AME403_PM4,P_78_ROADRUNNER_R1,2026/03/21 5:34:47 PM,2026/03/21 10:17:28 PM,BPD442,ICCR2+CV,0.003609,BSL,0,0.003609,549,ICCR2,1
2512,D5311960,D531196,D5311960,GQ0VB539JKE6,8M6CL,7119662,2025/12/09 2:06:54 AM,111,SMALL_PARTICLE,SMALL_PARTICLE,24.72298,-26.006056,4,AME401_PM3,P_78_GABON_R1,2025/12/08 10:11:33 PM,2025/12/09 2:06:54 AM,BPD450,ICCR2+CV+GF,0.017921,BSL,0.007168,0.010753,2877,ICCR2,1
2603,D6015540,D601554,D6015540,GT9FQ001JKD2,8M5CL,7886956,2026/03/31 8:34:12 PM,15,SMALL_PARTICLE,SMALL_PARTICLE,33.155858,-10.937568,5,AME409_PM5,P_78_GABON_B10_R3,2026/03/31 7:29:57 PM,2026/03/31 8:34:12 PM,BPD448,ICCR2+CV+GF,0.003692,BSL,0,0.003692,363,ICCR2,1
2602,D544974A,D544974,D544974A,GS9CS322JKF3,8M5CL,7705238,2026/02/16 3:24:01 AM,660,SMALL_PARTICLE,SMALL_PARTICLE,14.148495,15.714916,5,AME403_PM6,P_78_GABON_B10_R3,2026/02/12 2:00:58 PM,2026/02/16 3:24:01 AM,BPD436,ICCR2+CV,0.007097,BSL,0,0.007097,1353,ICCR2,1
2604,D5501580AQ,D550158,D5501580AQ,A24EB061SLF1,8M6CL,8363213,2026/04/07 10:43:02 AM,46,SMALL_PARTICLE,SMALL_PARTICLE,17.393893,23.902089,4,AME427_PM3,P_78_GABON_R1,2026/04/07 9:13:31 AM,2026/04/07 10:43:02 AM,BPD448,SRCIP,0.014336,BSL,0.007168,0.007168,128,SRCIP,1
2512,D5306480,D530648,D5306480,GP2EG368JKH0,8M5CL,7089855,2025/12/13 3:06:04 PM,77,SMALL_PARTICLE,SMALL_PARTICLE,-1.750928,-2.210976,5,AME401_PM3,P_78_GABON_B10_R3,2025/12/13 1:41:22 PM,2025/12/13 3:06:04 PM,BPD442,ICCR2+CV+GF,0.003659,BSL,0,0.003659,2785,ICCR2,1
2602,D5446240,D544624,D5446240,MCGCW102WAE5,8M6CL,7572043,2026/02/26 3:02:21 AM,132053,SMALL_PARTICLE,SMALL_PARTICLE,0.616925,1.238028,4,AME401_PM1,P_78_GABON_R1,2026/02/25 3:09:20 PM,2026/02/26 3:02:21 AM,BPD432,ICCR2+CV+GF,0.014211,BSL,0.010658,0.003553,1050,ICCR2,1
2603,D5219160,D521916,D5219160,GK2VC153JKB6,8M6CL,6762862,2026/03/16 4:18:15 AM,13,SMALL_PARTICLE,SMALL_PARTICLE,21.546131,-5.480815,4,AME409_PM3,P_78_GABON_R1,2026/03/16 2:03:09 AM,2026/03/16 4:18:15 AM,BPD436,ICCR2+CV+GF,0.010827,BSL,0,0.010827,643,ICCR2,1
2603,D5501670,D550167,D5501670,GT4TT502JKA0,8M5CL,7774266,2026/03/18 2:14:10 PM,1021,SMALL_PARTICLE,SMALL_PARTICLE,-7.754652,15.89063,5,AME403_PM5,P_78_GABON_B10_R3,2026/03/18 12:02:29 PM,2026/03/18 2:14:10 PM,BPD450,ICCR2+CV+GF,0.003659,BSL,0,0.003659,607,ICCR2,1
2603,D5219160,D521916,D5219160,GK2VC153JKB6,8M6CL,6762862,2026/03/16 4:18:15 AM,1,SMALL_PARTICLE,SMALL_PARTICLE,11.036372,-6.755812,4,AME409_PM3,P_78_GABON_R1,2026/03/16 2:03:09 AM,2026/03/16 4:18:15 AM,BPD436,ICCR2+CV+GF,0.010827,BSL,0,0.010827,643,ICCR2,1
2604,D6031730,D603173,D6031730,MCK3J017WAA5,8M6CL,7940781,2026/04/01 11:06:12 AM,6,SMALL_PARTICLE,SMALL_PARTICLE,2.77174,-7.781127,4,AME421_PM6,P_78_GABON_R1,2026/04/01 9:25:13 AM,2026/04/01 11:06:12 AM,BPD442,SRCIP,0.014337,BSL,0,0.014337,331,SRCIP,1
2604,D6031730,D603173,D6031730,MCK3J007WAD4,8M6CL,7940620,2026/04/01 11:06:12 AM,6,SMALL_PARTICLE,SMALL_PARTICLE,-7.353219,-6.440876,4,AME421_PM6,P_78_GABON_R1,2026/04/01 8:59:36 AM,2026/04/01 11:06:12 AM,BPD442,SRCIP,0.007168,BSL,0.003584,0.003584,335,SRCIP,1
2601,D5402120,D540212,D5402120,GS1QE055JKE3,8M6CL,7411952,2026/01/24 10:59:47 PM,174,SMALL_PARTICLE,SMALL_PARTICLE,16.908554,-22.142969,4,AME421_PM4,P_78_GABON_R1,2026/01/24 9:32:23 PM,2026/01/24 10:59:47 PM,BPD432,ICCR2+CV,0.010753,BSL,0,0.010753,2048,ICCR2,1
2512,D5189210,D518921,D5189210,GJ4MA664JKE0,8M5CL,6655495,2025/12/13 4:00:22 AM,24,SMALL_PARTICLE,SMALL_PARTICLE,1.05481,-14.558013,5,AME409_PM6,P_78_GABON_B10_R3,2025/12/13 3:20:19 AM,2025/12/13 4:00:22 AM,BPD436,ICCR2+CV,0.007167,BSL,0,0.007167,2803,ICCR2,1
2603,D5491240,D549124,D5491240,GU6EW666JDA2,8M5CL,7744986,2026/03/22 12:53:33 AM,10,SMALL_PARTICLE,SMALL_PARTICLE,13.1317,-4.48021,5,AME409_PM3,P_78_GABON_B10_R3,2026/03/21 11:09:58 PM,2026/03/22 12:53:33 AM,BPD454,ICCR2+CV+GF,0.003659,BSL,0,0.003659,542,ICCR2,1
2602,D547939A,D547939,D547939A,GT3FY039JKF5,8M5CL,7968589,2026/02/16 8:07:11 PM,198,SMALL_PARTICLE,OTHER_UNKNOWN,33.022022,18.10245,5,AME421_PM4,P_78_GABON_B10_R3,2026/02/16 5:44:24 PM,2026/02/16 8:07:11 PM,BPD444,ICCR2+CV,0.014766,BSL,0.007383,0.007383,1277,ICCR2,1
