WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
A2DD8133SLA3,8M5CL,D6192770,2026-09-05 20:35:52,TBF448,173452.0,2026-09-05 16:26:51.465000,TBF445,173451.0,2026-09-05 16:09:23.862000,SNY510,269853.0,2026-09-05 16:58:31.755000,SNY510_ADEV152,0.231,,1.0,410.0,0.252,SNY510_CADH1312,0.069,,1.0,901.0,0.531,SNY510_CHK1,0.048,,3.0,3785.0,0.409,SNY510_COT132,0.081,,2.0,1789.0,0.494,SNY510_CPHP1314,0.082,,1.0,1198.0,0.505,SNY510_CPHP1316,0.088,,1.0,1177.0,0.485,SNY510_CPHP1516,0.228,,1.0,421.0,0.303,SNY510_ICPL306,0.111,,1.0,1305.0,0.43,SNY510_ITC134,0.084,,2.0,1790.0,0.478,SNY510_PIR3022,0.072,,2.0,1887.0,0.378,SNY510_SCPL1332,0.074,,2.0,1789.0,0.505,SNY510_SCPL1334,0.085,,2.0,1790.0,0.491,SNY510_SCPL1531,0.219,,1.0,656.0,0.322,SNY510_SRS3014,0.089,,2.0,1560.0,0.475,TNP510,-0.251,,3.0,3885.0,1.727,AME421,263067.0,2026-09-05 19:30:35.307000,AME421_C2,1.204,E_8M7_HM_ETCH,23.0,188.0,0.255,LEO481,279389.0,2026-09-05 19:56:48.291000,LEO481_SPN18,0.144,W_8M14_HM_CLN,2.0,159.0,0.204
A2DD8139SLD6,8M5CL,D6192770,2026-09-05 20:35:52,TBF448,173452.0,2026-09-05 16:26:08.608000,TBF445,173451.0,2026-09-05 16:08:26.496000,SNY510,269853.0,2026-09-05 16:58:09.319000,SNY510_ADEV162,0.247,,1.0,403.0,0.256,SNY510_CADH1321,0.068,,1.0,893.0,0.528,SNY510_CHK1,0.048,,4.0,3786.0,0.409,SNY510_COT131,0.082,,2.0,1797.0,0.497,SNY510_CPHP1323,0.198,,2.0,1186.0,0.497,SNY510_CPHP1326,0.203,,2.0,1162.0,0.477,SNY510_CPHP1616,0.232,,1.0,419.0,0.3,SNY510_ICPL307,0.22,,2.0,1295.0,0.422,SNY510_ITC133,0.087,,2.0,1796.0,0.479,SNY510_PIR3021,0.051,,2.0,1899.0,0.385,SNY510_SCPL1331,0.072,,2.0,1797.0,0.508,SNY510_SCPL1333,0.087,,2.0,1796.0,0.494,SNY510_SCPL1631,0.211,,1.0,650.0,0.323,SNY510_SRS3015,0.094,,2.0,1549.0,0.473,TNP510,-0.251,,4.0,3886.0,1.727,AME421,263067.0,2026-09-05 18:58:12.250000,AME421_C2,1.204,E_8M7_HM_ETCH,14.0,179.0,0.255,LEO481,279389.0,2026-09-05 19:54:19.779000,LEO481_SPN23,0.144,W_8M14_HM_CLN,1.0,167.0,0.198
KJCJD023WFF0,8M6CL,D6214870,2026-09-05 15:34:10,TBF442,174943.0,2026-09-05 09:02:10.771000,TBF455,174938.0,2026-09-05 08:26:41.693000,SNY510,273659.0,2026-09-05 10:05:42.493000,SNY510_ADEV163,0.149,L_8M7_SED,1.0,368.0,0.198,SNY510_CADH1321,0.002,L_8M7_SED,1.0,832.0,0.465,SNY510_CHK1,0.094,L_8M7_SED,3.0,3552.0,0.365,SNY510_COT131,0.036,L_8M7_SED,2.0,1673.0,0.436,SNY510_CPHP1314,0.035,L_8M7_SED,1.0,1114.0,0.441,SNY510_CPHP1315,0.039,L_8M7_SED,1.0,1105.0,0.419,SNY510_CPHP1615,0.139,L_8M7_SED,1.0,405.0,0.256,SNY510_ICPL308,0.06,L_8M7_SED,1.0,1200.0,0.392,SNY510_ITC133,0.037,L_8M7_SED,2.0,1675.0,0.421,SNY510_PIR3022,0.118,L_8M7_SED,2.0,1769.0,0.337,SNY510_SCPL1331,0.006,L_8M7_SED,2.0,1673.0,0.448,SNY510_SCPL1333,0.04,L_8M7_SED,2.0,1674.0,0.433,SNY510_SCPL1632,0.134,L_8M7_SED,1.0,596.0,0.278,SNY510_SRS3015,0.042,L_8M7_SED,2.0,1397.0,0.433,TNP510,-0.297,L_8M7_SED,3.0,3604.0,1.735,AME427,256528.0,2026-09-05 11:19:36.531000,AME427_B1,1.194,E_8M8_HM_ETCH,3.0,387.0,0.27,LEO425,279390.0,2026-09-05 12:07:08.971000,LEO425_SPN11,0.002,W_8M6_HM_CLN,1.0,592.0,0.432
KJCJD148WFE7,8M6CL,D6214870,2026-09-05 15:34:10,TBF442,174943.0,2026-09-05 09:04:17.055000,TBF455,174938.0,2026-09-05 08:25:59.556000,SNY510,273659.0,2026-09-05 10:05:32.571000,SNY510_ADEV141,0.143,L_8M7_SED,1.0,395.0,0.207,SNY510_CADH1322,0.002,L_8M7_SED,1.0,826.0,0.457,SNY510_CHK1,0.094,L_8M7_SED,4.0,3553.0,0.365,SNY510_COT132,0.037,L_8M7_SED,2.0,1662.0,0.433,SNY510_CPHP1316,0.037,L_8M7_SED,2.0,1097.0,0.417,SNY510_CPHP1323,0.033,L_8M7_SED,2.0,1103.0,0.44,SNY510_CPHP1416,0.134,L_8M7_SED,1.0,399.0,0.249,SNY510_ICPL306,0.053,L_8M7_SED,2.0,1215.0,0.4,SNY510_ITC134,0.038,L_8M7_SED,2.0,1666.0,0.42,SNY510_PIR3021,0.097,L_8M7_SED,2.0,1784.0,0.346,SNY510_SCPL1332,0.006,L_8M7_SED,2.0,1662.0,0.443,SNY510_SCPL1334,0.038,L_8M7_SED,2.0,1665.0,0.429,SNY510_SCPL1431,0.129,L_8M7_SED,1.0,609.0,0.27,SNY510_SRS3014,0.041,L_8M7_SED,2.0,1407.0,0.437,TNP510,-0.297,L_8M7_SED,4.0,3605.0,1.735,AME427,256528.0,2026-09-05 11:47:02.086000,AME427_B2,1.251,E_8M8_HM_ETCH,11.0,388.0,0.256,LEO425,279390.0,2026-09-05 12:07:53.138000,LEO425_SPN17,0.005,W_8M6_HM_CLN,1.0,546.0,0.401
KJCJD198WFF2,8M6CL,D6214870,2026-09-05 15:34:10,TBF442,174943.0,2026-09-05 09:03:48.874000,TBF455,174938.0,2026-09-05 08:25:50.144000,SNY510,273659.0,2026-09-05 10:06:41.669000,SNY510_ADEV152,0.166,L_8M7_SED,1.0,384.0,0.206,SNY510_CADH1311,0.002,L_8M7_SED,2.0,842.0,0.467,SNY510_CHK1,0.094,L_8M7_SED,5.0,3554.0,0.365,SNY510_COT131,0.036,L_8M7_SED,3.0,1674.0,0.436,SNY510_CPHP1313,0.035,L_8M7_SED,2.0,1120.0,0.44,SNY510_CPHP1326,0.038,L_8M7_SED,2.0,1084.0,0.413,SNY510_CPHP1516,0.133,L_8M7_SED,1.0,395.0,0.255,SNY510_ICPL307,0.059,L_8M7_SED,2.0,1206.0,0.395,SNY510_ITC133,0.037,L_8M7_SED,3.0,1676.0,0.421,SNY510_PIR3022,0.118,L_8M7_SED,3.0,1770.0,0.337,SNY510_SCPL1331,0.006,L_8M7_SED,3.0,1674.0,0.448,SNY510_SCPL1333,0.04,L_8M7_SED,3.0,1675.0,0.433,SNY510_SCPL1531,0.133,L_8M7_SED,1.0,611.0,0.272,SNY510_SRS3015,0.042,L_8M7_SED,3.0,1398.0,0.433,TNP510,-0.297,L_8M7_SED,5.0,3606.0,1.735,AME427,256528.0,2026-09-05 11:43:55.649000,AME427_B2,1.251,E_8M8_HM_ETCH,10.0,387.0,0.256,LEO425,279390.0,2026-09-05 12:07:37.583000,LEO425_SPN20,0.003,W_8M6_HM_CLN,1.0,537.0,0.431
KJCJD007WFF5,8M6CL,D6214870,2026-09-05 13:13:07,TBF442,174943.0,2026-09-05 09:03:04.829000,TBF455,174938.0,2026-09-05 08:25:31.689000,SNY510,273659.0,2026-09-05 10:05:13.584000,SNY510_ADEV143,0.142,L_8M7_SED,1.0,372.0,0.207,SNY510_CADH1311,0.002,L_8M7_SED,1.0,841.0,0.467,SNY510_CHK1,0.094,L_8M7_SED,1.0,3550.0,0.365,SNY510_COT131,0.036,L_8M7_SED,1.0,1672.0,0.436,SNY510_CPHP1316,0.037,L_8M7_SED,1.0,1096.0,0.417,SNY510_CPHP1323,0.033,L_8M7_SED,1.0,1102.0,0.44,SNY510_CPHP1415,0.146,L_8M7_SED,1.0,404.0,0.251,SNY510_ICPL306,0.053,L_8M7_SED,1.0,1214.0,0.4,SNY510_ITC133,0.037,L_8M7_SED,1.0,1674.0,0.421,SNY510_PIR3022,0.118,L_8M7_SED,1.0,1768.0,0.337,SNY510_SCPL1331,0.006,L_8M7_SED,1.0,1672.0,0.448,SNY510_SCPL1333,0.04,L_8M7_SED,1.0,1673.0,0.433,SNY510_SCPL1432,0.131,L_8M7_SED,1.0,600.0,0.272,SNY510_SRS3015,0.042,L_8M7_SED,1.0,1396.0,0.433,TNP510,-0.297,L_8M7_SED,1.0,3602.0,1.735,AME427,256528.0,2026-09-05 11:36:11.854000,AME427_B2,1.251,E_8M8_HM_ETCH,8.0,385.0,0.256,LEO425,279390.0,2026-09-05 12:07:19.768000,LEO425_SPN14,0.003,W_8M6_HM_CLN,1.0,578.0,0.463
KJCJD020WFH0,8M6CL,D6214870,2026-09-05 13:13:07,TBF442,174943.0,2026-09-05 09:03:10.793000,TBF455,174938.0,2026-09-05 08:25:27.006000,SNY510,273659.0,2026-09-05 10:06:24.713000,SNY510_ADEV151,0.148,L_8M7_SED,1.0,392.0,0.21,SNY510_CADH1312,0.002,L_8M7_SED,1.0,836.0,0.464,SNY510_CHK1,0.094,L_8M7_SED,2.0,3551.0,0.365,SNY510_COT132,0.037,L_8M7_SED,1.0,1661.0,0.433,SNY510_CPHP1313,0.035,L_8M7_SED,1.0,1119.0,0.44,SNY510_CPHP1326,0.038,L_8M7_SED,1.0,1083.0,0.413,SNY510_CPHP1515,0.141,L_8M7_SED,1.0,406.0,0.258,SNY510_ICPL307,0.059,L_8M7_SED,1.0,1205.0,0.395,SNY510_ITC134,0.038,L_8M7_SED,1.0,1665.0,0.42,SNY510_PIR3021,0.097,L_8M7_SED,1.0,1783.0,0.346,SNY510_SCPL1332,0.006,L_8M7_SED,1.0,1661.0,0.443,SNY510_SCPL1334,0.038,L_8M7_SED,1.0,1664.0,0.429,SNY510_SCPL1532,0.134,L_8M7_SED,1.0,603.0,0.276,SNY510_SRS3014,0.041,L_8M7_SED,1.0,1406.0,0.437,TNP510,-0.297,L_8M7_SED,2.0,3603.0,1.735,AME427,256528.0,2026-09-05 11:36:08.158000,AME427_B1,1.194,E_8M8_HM_ETCH,8.0,392.0,0.27,LEO425,279390.0,2026-09-05 12:11:40.562000,LEO425_SPN02,0.001,W_8M6_HM_CLN,2.0,645.0,0.598
A29PU027SLD1,8M6CL,D6176400,2026-09-05 09:56:42,TBF454,174943.0,2026-09-05 06:16:31.477000,TBF445,174938.0,2026-09-05 06:02:52.691000,SNY512,277586.0,2026-09-05 06:50:55.478000,SNY512_ADEV152,0.431,L_8M10_SED,1.0,307.0,0.207,SNY512_CADH1112,0.365,L_M7_SED,1.0,701.0,0.437,SNY512_CHK1,0.277,L_M7_SED,1.0,2735.0,0.279,SNY512_COT112,0.369,L_M7_SED,1.0,1398.0,0.397,SNY512_CPHP1123,0.369,L_M7_SED,1.0,929.0,0.404,SNY512_CPHP1126,0.378,L_M7_SED,1.0,929.0,0.403,SNY512_CPHP1516,0.407,L_8M10_SED,1.0,305.0,0.234,SNY512_ICPL307,0.366,L_M7_SED,1.0,977.0,0.419,SNY512_ITC114,0.379,L_M7_SED,1.0,1398.0,0.398,SNY512_PIR3021,0.276,L_M7_SED,1.0,1374.0,0.272,SNY512_SCPL1132,0.367,L_M7_SED,1.0,1398.0,0.416,SNY512_SCPL1134,0.371,L_M7_SED,1.0,1398.0,0.397,SNY512_SCPL1531,0.416,L_8M10_SED,1.0,469.0,0.221,SNY512_SRS3011,0.377,L_M7_SED,1.0,694.0,0.331,TNP512,-0.077,L_M7_SED,1.0,2923.0,1.682,AME417,256528.0,2026-09-05 08:06:31.191000,AME417_B1,0.274,E_8M9_HM_ETCH,9.0,539.0,0.363,LEO425,279390.0,2026-09-05 08:46:25.299000,LEO425_SPN01,0.002,,2.0,649.0,0.516
A29PU030SLA0,8M6CL,D6176400,2026-09-05 09:56:42,TBF454,174943.0,2026-09-05 06:14:57.848000,TBF445,174938.0,2026-09-05 06:01:02.876000,SNY512,277586.0,2026-09-05 06:51:23.987000,SNY512_ADEV161,0.436,L_8M10_SED,1.0,312.0,0.207,SNY512_CADH1121,0.36,L_M7_SED,1.0,700.0,0.437,SNY512_CHK1,0.277,L_M7_SED,2.0,2736.0,0.279,SNY512_COT111,0.366,L_M7_SED,1.0,1406.0,0.398,SNY512_CPHP1113,0.365,L_M7_SED,1.0,940.0,0.408,SNY512_CPHP1115,0.377,L_M7_SED,1.0,940.0,0.411,SNY512_CPHP1615,0.407,L_8M10_SED,1.0,310.0,0.228,SNY512_ICPL308,0.37,L_M7_SED,1.0,969.0,0.414,SNY512_ITC113,0.38,L_M7_SED,1.0,1406.0,0.4,SNY512_PIR3022,0.286,L_M7_SED,1.0,1365.0,0.268,SNY512_SCPL1131,0.363,L_M7_SED,1.0,1406.0,0.416,SNY512_SCPL1133,0.376,L_M7_SED,1.0,1406.0,0.4,SNY512_SCPL1632,0.305,L_M7_SED,1.0,456.0,0.225,SNY512_SRS3012,0.381,L_M7_SED,1.0,688.0,0.328,TNP512,-0.077,L_M7_SED,2.0,2924.0,1.682,AME417,256528.0,2026-09-05 07:41:53.767000,AME417_B1,0.274,E_8M9_HM_ETCH,1.0,531.0,0.363,LEO425,279390.0,2026-09-05 08:43:29.149000,LEO425_SPN08,0.002,,1.0,671.0,0.503
KJDLQ071WFC2,8M5CL,D6165610,2026-09-05 09:38:00,TBF457,173452.0,2026-09-05 05:01:13.850000,TBF445,173451.0,2026-09-05 04:43:26.566000,SNY510,277246.0,2026-09-05 05:30:34.742000,SNY510_ADEV162,0.489,L_8M5_SED,1.0,330.0,0.242,SNY510_CADH1312,0.148,L_8M12_SED,1.0,721.0,0.545,SNY510_CHK1,0.141,L_8M12_SED,1.0,3048.0,0.421,SNY510_COT132,0.146,L_8M12_SED,1.0,1433.0,0.51,SNY510_CPHP1323,0.149,L_8M12_SED,1.0,945.0,0.509,SNY510_CPHP1326,0.152,L_8M12_SED,1.0,924.0,0.481,SNY510_CPHP1616,0.476,L_8M5_SED,1.0,339.0,0.29,SNY510_ICPL308,0.174,L_8M12_SED,1.0,1052.0,0.492,SNY510_ITC134,0.155,L_8M12_SED,1.0,1434.0,0.5,SNY510_PIR3022,0.167,L_8M12_SED,1.0,1531.0,0.398,SNY510_SCPL1332,0.154,L_8M12_SED,1.0,1433.0,0.528,SNY510_SCPL1334,0.147,L_8M12_SED,1.0,1434.0,0.509,SNY510_SCPL1632,0.498,L_8M5_SED,1.0,522.0,0.321,SNY510_SRS3015,0.16,L_8M12_SED,1.0,1196.0,0.506,TNP510,-0.162,L_8M12_SED,1.0,3170.0,1.958,AME401,263067.0,2026-09-05 07:45:04.244000,AME401_A2,1.59,E_M6_HM_ETCH,10.0,431.0,0.13,LEO425,279389.0,2026-09-05 08:12:38.846000,LEO425_SPN03,0.31,W_8M5_HM_CLN,2.0,745.0,0.496
KJDLQ072WFG4,8M5CL,D6165610,2026-09-05 09:38:00,TBF457,173452.0,2026-09-05 05:00:26.444000,TBF445,173451.0,2026-09-05 04:42:15.709000,SNY510,277246.0,2026-09-05 05:31:17.010000,SNY510_ADEV143,0.517,L_8M5_SED,1.0,323.0,0.231,SNY510_CADH1321,0.148,L_8M12_SED,1.0,716.0,0.544,SNY510_CHK1,0.141,L_8M12_SED,2.0,3049.0,0.421,SNY510_COT131,0.143,L_8M12_SED,1.0,1441.0,0.518,SNY510_CPHP1313,0.143,L_8M12_SED,1.0,958.0,0.51,SNY510_CPHP1315,0.151,L_8M12_SED,1.0,941.0,0.485,SNY510_CPHP1426,0.502,L_8M5_SED,1.0,328.0,0.278,SNY510_ICPL306,0.179,L_8M12_SED,1.0,1063.0,0.482,SNY510_ITC133,0.154,L_8M12_SED,1.0,1440.0,0.507,SNY510_PIR3021,0.145,L_8M12_SED,1.0,1542.0,0.405,SNY510_SCPL1331,0.141,L_8M12_SED,1.0,1441.0,0.537,SNY510_SCPL1333,0.15,L_8M12_SED,1.0,1440.0,0.519,SNY510_SCPL1431,0.18,L_8M12_SED,1.0,531.0,0.31,SNY510_SRS3014,0.163,L_8M12_SED,1.0,1205.0,0.519,TNP510,-0.162,L_8M12_SED,2.0,3171.0,1.958,AME401,263067.0,2026-09-05 07:30:39.718000,AME401_A1,1.59,E_M6_HM_ETCH,6.0,386.0,0.125,LEO425,279389.0,2026-09-05 08:10:28.927000,LEO425_SPN21,0.527,W_8TFR_CLN1,1.0,639.0,0.358
KJ5DT404WFC6,8M5CL,D6226250,2026-09-04 20:31:17,TBF457,173452.0,2026-09-04 16:55:17.517000,TBF450,173451.0,2026-09-04 16:31:56.080000,SNY512,277246.0,2026-09-04 18:01:27.107000,SNY512_ADEV162,0.037,L_M8_SED,1.0,445.0,0.071,SNY512_CADH1112,0.002,L_M8_SED,1.0,1011.0,0.191,SNY512_CHK1,0.016,L_M8_SED,1.0,3958.0,0.12,SNY512_COT112,0.013,L_M8_SED,1.0,2005.0,0.17,SNY512_CPHP1123,0.012,L_M8_SED,1.0,1328.0,0.172,SNY512_CPHP1126,0.004,L_M8_SED,1.0,1330.0,0.176,SNY512_CPHP1616,0.042,L_M8_SED,1.0,439.0,0.078,SNY512_ICPL307,0.034,L_M8_SED,1.0,1406.0,0.204,SNY512_ITC114,0.005,L_M8_SED,1.0,2010.0,0.175,SNY512_PIR3022,0.018,L_M8_SED,1.0,1977.0,0.108,SNY512_SCPL1132,0.006,L_M8_SED,1.0,2007.0,0.18,SNY512_SCPL1134,0.006,L_M8_SED,1.0,2009.0,0.175,SNY512_SCPL1632,0.038,L_M8_SED,1.0,655.0,0.083,SNY512_SRS3012,0.026,L_M8_SED,1.0,999.0,0.18,TNP512,-0.36,L_M8_SED,1.0,4196.0,1.007,AME427,263067.0,2026-09-04 19:13:48.959000,AME427_C1,1.01,E_8M6_HM_ETCH,8.0,402.0,0.299,LEO425,279389.0,2026-09-04 19:32:15.665000,LEO425_SPN06,0.004,W_M8_HM_CLN,1.0,603.0,0.474
KJ5DT413WFD0,8M5CL,D6226250,2026-09-04 20:31:17,TBF457,173452.0,2026-09-04 16:55:21.878000,TBF450,173451.0,2026-09-04 16:31:51.514000,SNY512,277246.0,2026-09-04 18:01:32.133000,SNY512_ADEV141,0.05,L_M8_SED,1.0,461.0,0.067,SNY512_CADH1121,0.002,L_M8_SED,1.0,1001.0,0.217,SNY512_CHK1,0.016,L_M8_SED,2.0,3959.0,0.12,SNY512_COT111,0.014,L_M8_SED,1.0,2022.0,0.171,SNY512_CPHP1113,0.005,L_M8_SED,1.0,1354.0,0.177,SNY512_CPHP1115,0.004,L_M8_SED,1.0,1357.0,0.177,SNY512_CPHP1415,0.039,L_M8_SED,1.0,456.0,0.078,SNY512_ICPL308,0.017,L_M8_SED,1.0,1390.0,0.185,SNY512_ITC113,0.005,L_M8_SED,1.0,2024.0,0.175,SNY512_PIR3021,0.02,L_M8_SED,1.0,1995.0,0.111,SNY512_SCPL1131,0.006,L_M8_SED,1.0,2025.0,0.182,SNY512_SCPL1133,0.006,L_M8_SED,1.0,2023.0,0.176,SNY512_SCPL1431,0.029,L_M8_SED,1.0,683.0,0.084,SNY512_SRS3013,0.026,L_M8_SED,1.0,984.0,0.177,TNP512,-0.36,L_M8_SED,2.0,4197.0,1.007,AME427,263067.0,2026-09-04 19:17:37.846000,AME427_C1,1.01,E_8M6_HM_ETCH,9.0,403.0,0.299,LEO425,279389.0,2026-09-04 19:31:25.127000,LEO425_SPN15,0.315,,1.0,524.0,0.343
HP1SJ119JKE2,8M6CL,D6215290,2026-09-04 20:04:43,TBF442,174943.0,2026-09-03 04:26:20.694000,TBF455,174938.0,2026-09-03 04:03:53.778000,SNY512,277586.0,2026-09-04 15:20:49.405000,SNY512_ADEV142,0.411,L_8M8_SED,1.0,403.0,0.021,SNY512_CADH1112,0.189,,1.0,916.0,0.07,SNY512_CHK1,0.218,L_8M6_SED,1.0,3551.0,0.042,SNY512_COT112,0.032,L_8M6_SED,1.0,1811.0,0.06,SNY512_CPHP1113,0.192,,1.0,1224.0,0.062,SNY512_CPHP1115,0.213,,1.0,1225.0,0.065,SNY512_CPHP1426,0.4,L_8M8_SED,1.0,386.0,0.023,SNY512_ICPL306,0.11,,1.0,1289.0,0.058,SNY512_ITC113,0.027,L_8M6_SED,1.0,1827.0,0.063,SNY512_PIR3021,0.223,L_8M6_SED,1.0,1790.0,0.038,SNY512_SCPL1132,0.024,L_8M6_SED,1.0,1815.0,0.065,SNY512_SCPL1133,0.04,L_8M6_SED,1.0,1827.0,0.062,SNY512_SCPL1431,0.402,L_8M8_SED,1.0,615.0,0.025,SNY512_SRS3012,0.19,,1.0,900.0,0.057,TNP512,-0.404,L_8M6_SED,1.0,3819.0,0.468,AME417,256528.0,2026-09-04 18:58:19.513000,AME417_B1,0.034,E_8M9_HM_ETCH,16.0,439.0,0.182,LEO425,279390.0,2026-09-04 19:43:56.095000,LEO425_SPN24,0.002,W_V4_HM1_CLN,1.0,564.0,0.365
