WAFER_ID,LAYER,LOT,INSPECT_TIME,WDS_L_SIARC_DEP_ENTITY,WDS_L_SIARC_DEP_OPERATION,WDS_L_SIARC_DEP_WAFER_ENTITY_END_TIME,WDS_L_CHM_DEP_ENTITY,WDS_L_CHM_DEP_OPERATION,WDS_L_CHM_DEP_WAFER_ENTITY_END_TIME,WDS_L_SED_ENTITY,WDS_L_SED_OPERATION,WDS_L_SED_WAFER_ENTITY_END_TIME,WDS_L_SED_SUBENTITY_0,WDS_L_SED_SUBENTITY_0_BATCH_IDLE,WDS_L_SED_SUBENTITY_0_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_0_PROCESS_ORDER,WDS_L_SED_SUBENTITY_0_SEQUENCE,WDS_L_SED_SUBENTITY_0_UTILIZATION,WDS_L_SED_SUBENTITY_1,WDS_L_SED_SUBENTITY_1_BATCH_IDLE,WDS_L_SED_SUBENTITY_1_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_1_PROCESS_ORDER,WDS_L_SED_SUBENTITY_1_SEQUENCE,WDS_L_SED_SUBENTITY_1_UTILIZATION,WDS_L_SED_SUBENTITY_2,WDS_L_SED_SUBENTITY_2_BATCH_IDLE,WDS_L_SED_SUBENTITY_2_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_2_PROCESS_ORDER,WDS_L_SED_SUBENTITY_2_SEQUENCE,WDS_L_SED_SUBENTITY_2_UTILIZATION,WDS_L_SED_SUBENTITY_3,WDS_L_SED_SUBENTITY_3_BATCH_IDLE,WDS_L_SED_SUBENTITY_3_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_3_PROCESS_ORDER,WDS_L_SED_SUBENTITY_3_SEQUENCE,WDS_L_SED_SUBENTITY_3_UTILIZATION,WDS_L_SED_SUBENTITY_4,WDS_L_SED_SUBENTITY_4_BATCH_IDLE,WDS_L_SED_SUBENTITY_4_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_4_PROCESS_ORDER,WDS_L_SED_SUBENTITY_4_SEQUENCE,WDS_L_SED_SUBENTITY_4_UTILIZATION,WDS_L_SED_SUBENTITY_5,WDS_L_SED_SUBENTITY_5_BATCH_IDLE,WDS_L_SED_SUBENTITY_5_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_5_PROCESS_ORDER,WDS_L_SED_SUBENTITY_5_SEQUENCE,WDS_L_SED_SUBENTITY_5_UTILIZATION,WDS_L_SED_SUBENTITY_6,WDS_L_SED_SUBENTITY_6_BATCH_IDLE,WDS_L_SED_SUBENTITY_6_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_6_PROCESS_ORDER,WDS_L_SED_SUBENTITY_6_SEQUENCE,WDS_L_SED_SUBENTITY_6_UTILIZATION,WDS_L_SED_SUBENTITY_7,WDS_L_SED_SUBENTITY_7_BATCH_IDLE,WDS_L_SED_SUBENTITY_7_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_7_PROCESS_ORDER,WDS_L_SED_SUBENTITY_7_SEQUENCE,WDS_L_SED_SUBENTITY_7_UTILIZATION,WDS_L_SED_SUBENTITY_8,WDS_L_SED_SUBENTITY_8_BATCH_IDLE,WDS_L_SED_SUBENTITY_8_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_8_PROCESS_ORDER,WDS_L_SED_SUBENTITY_8_SEQUENCE,WDS_L_SED_SUBENTITY_8_UTILIZATION,WDS_L_SED_SUBENTITY_9,WDS_L_SED_SUBENTITY_9_BATCH_IDLE,WDS_L_SED_SUBENTITY_9_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_9_PROCESS_ORDER,WDS_L_SED_SUBENTITY_9_SEQUENCE,WDS_L_SED_SUBENTITY_9_UTILIZATION,WDS_L_SED_SUBENTITY_10,WDS_L_SED_SUBENTITY_10_BATCH_IDLE,WDS_L_SED_SUBENTITY_10_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_10_PROCESS_ORDER,WDS_L_SED_SUBENTITY_10_SEQUENCE,WDS_L_SED_SUBENTITY_10_UTILIZATION,WDS_L_SED_SUBENTITY_11,WDS_L_SED_SUBENTITY_11_BATCH_IDLE,WDS_L_SED_SUBENTITY_11_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_11_PROCESS_ORDER,WDS_L_SED_SUBENTITY_11_SEQUENCE,WDS_L_SED_SUBENTITY_11_UTILIZATION,WDS_L_SED_SUBENTITY_12,WDS_L_SED_SUBENTITY_12_BATCH_IDLE,WDS_L_SED_SUBENTITY_12_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_12_PROCESS_ORDER,WDS_L_SED_SUBENTITY_12_SEQUENCE,WDS_L_SED_SUBENTITY_12_UTILIZATION,WDS_L_SED_SUBENTITY_13,WDS_L_SED_SUBENTITY_13_BATCH_IDLE,WDS_L_SED_SUBENTITY_13_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_13_PROCESS_ORDER,WDS_L_SED_SUBENTITY_13_SEQUENCE,WDS_L_SED_SUBENTITY_13_UTILIZATION,WDS_L_SED_SUBENTITY_14,WDS_L_SED_SUBENTITY_14_BATCH_IDLE,WDS_L_SED_SUBENTITY_14_PRIOR_ALIAS,WDS_L_SED_SUBENTITY_14_PROCESS_ORDER,WDS_L_SED_SUBENTITY_14_SEQUENCE,WDS_L_SED_SUBENTITY_14_UTILIZATION,WDS_E_HM_ETCH_ENTITY,WDS_E_HM_ETCH_OPERATION,WDS_E_HM_ETCH_WAFER_ENTITY_END_TIME,WDS_E_HM_ETCH_SUBENTITY_0,WDS_E_HM_ETCH_SUBENTITY_0_BATCH_IDLE,WDS_E_HM_ETCH_SUBENTITY_0_PRIOR_ALIAS,WDS_E_HM_ETCH_SUBENTITY_0_PROCESS_ORDER,WDS_E_HM_ETCH_SUBENTITY_0_SEQUENCE,WDS_E_HM_ETCH_SUBENTITY_0_UTILIZATION,WDS_W_HM_CLN_ENTITY,WDS_W_HM_CLN_OPERATION,WDS_W_HM_CLN_WAFER_ENTITY_END_TIME,WDS_W_HM_CLN_SUBENTITY_0,WDS_W_HM_CLN_SUBENTITY_0_BATCH_IDLE,WDS_W_HM_CLN_SUBENTITY_0_PRIOR_ALIAS,WDS_W_HM_CLN_SUBENTITY_0_PROCESS_ORDER,WDS_W_HM_CLN_SUBENTITY_0_SEQUENCE,WDS_W_HM_CLN_SUBENTITY_0_UTILIZATION
A2FSN127SLD4,8M5CL,D6193240T,2026-08-31 06:45:08,TBF448,173452,2026-08-30 23:16:46.477000,TBF455,173451,2026-08-30 22:50:01.438000,SNY510,277246,2026-08-31 00:08:33.131000,SNY510_ADEV152,1.924,L_8M9_SED,1.0,364.0,0.171,SNY510_CADH1311,1.616,L_8M5_SED,2.0,822.0,0.345,SNY510_CHK1,1.66,L_8M5_SED,5.0,3266.0,0.264,SNY510_COT131,1.629,L_8M5_SED,3.0,1616.0,0.326,SNY510_CPHP1314,1.632,L_8M5_SED,2.0,1068.0,0.323,SNY510_CPHP1316,1.647,L_8M5_SED,2.0,1065.0,0.299,SNY510_CPHP1516,1.912,L_8M9_SED,1.0,366.0,0.199,SNY510_ICPL307,1.67,L_8M5_SED,2.0,1133.0,0.29,SNY510_ITC133,1.648,L_8M5_SED,3.0,1619.0,0.301,SNY510_PIR3021,1.659,L_8M5_SED,3.0,1650.0,0.257,SNY510_SCPL1331,1.637,L_8M5_SED,3.0,1617.0,0.327,SNY510_SCPL1333,1.638,L_8M5_SED,3.0,1618.0,0.319,SNY510_SCPL1532,1.68,L_8M5_SED,1.0,545.0,0.213,SNY510_SRS3014,1.713,L_8M5_SED,2.0,1072.0,0.278,TNP510,1.361,L_8M5_SED,5.0,3375.0,0.989,AME403,263067,2026-08-31 00:57:41.640000,AME403_B1,1.465,E_8M8_HM_ETCH,6.0,3324.0,0.445,LEO425,279389,2026-08-31 01:27:24.643000,LEO425_SPN20,0.011,W_8M4_HM2_CLN,1.0,581.0,0.57
A2FSN130SLA3,8M5CL,D6193240T,2026-08-31 06:45:08,TBF448,173452,2026-08-30 23:16:15.351000,TBF455,173451,2026-08-30 22:49:22.372000,SNY510,277246,2026-08-31 00:08:55.616000,SNY510_ADEV162,1.927,L_8M9_SED,1.0,362.0,0.164,SNY510_CADH1312,1.67,L_8M5_SED,2.0,803.0,0.333,SNY510_CHK1,1.66,L_8M5_SED,6.0,3267.0,0.264,SNY510_COT132,1.647,L_8M5_SED,3.0,1587.0,0.32,SNY510_CPHP1323,1.696,L_8M5_SED,2.0,1053.0,0.316,SNY510_CPHP1326,1.7,L_8M5_SED,2.0,1052.0,0.293,SNY510_CPHP1616,1.92,L_8M9_SED,1.0,364.0,0.195,SNY510_ICPL308,1.724,L_8M5_SED,2.0,1111.0,0.273,SNY510_ITC134,1.662,L_8M5_SED,3.0,1591.0,0.297,SNY510_PIR3022,1.67,L_8M5_SED,3.0,1617.0,0.249,SNY510_SCPL1332,1.644,L_8M5_SED,3.0,1587.0,0.323,SNY510_SCPL1334,1.657,L_8M5_SED,3.0,1590.0,0.31,SNY510_SCPL1632,1.931,L_8M9_SED,1.0,539.0,0.211,SNY510_SRS3015,1.683,L_8M5_SED,2.0,1050.0,0.266,TNP510,1.361,L_8M5_SED,6.0,3376.0,0.989,AME403,263067,2026-08-31 00:38:42.910000,AME403_B1,1.465,E_8M8_HM_ETCH,1.0,596.0,0.445,LEO425,279389,2026-08-31 01:27:01.782000,LEO425_SPN07,0.038,,1.0,932.0,0.563
KJFMH018WFB0,8M5CL,D6192790T,2026-08-31 06:08:18,TBF448,173452,2026-08-31 01:48:49.835000,TBF445,173451,2026-08-31 01:31:46.968000,SNY510,269853,2026-08-31 02:49:14.631000,SNY510_ADEV163,0.067,L_8M6_SED,1.0,346.0,0.189,SNY510_CADH1312,0.002,L_8M6_SED,1.0,818.0,0.405,SNY510_CHK1,0.029,L_8M6_SED,1.0,3310.0,0.33,SNY510_COT132,0.022,L_8M6_SED,1.0,1610.0,0.366,SNY510_CPHP1323,0.02,L_8M6_SED,1.0,1068.0,0.362,SNY510_CPHP1326,0.02,L_8M6_SED,1.0,1065.0,0.359,SNY510_CPHP1626,0.069,L_8M6_SED,1.0,349.0,0.22,SNY510_ICPL308,0.034,L_8M6_SED,1.0,1128.0,0.348,SNY510_ITC134,0.021,L_8M6_SED,1.0,1611.0,0.346,SNY510_PIR3022,0.032,L_8M6_SED,1.0,1639.0,0.308,SNY510_SCPL1332,0.006,L_8M6_SED,1.0,1614.0,0.39,SNY510_SCPL1334,0.022,L_8M6_SED,1.0,1611.0,0.356,SNY510_SCPL1632,0.051,L_8M6_SED,1.0,548.0,0.256,SNY510_SRS3015,0.032,L_8M6_SED,1.0,1063.0,0.333,TNP510,-0.292,L_8M6_SED,1.0,3444.0,1.256,AME427,263067,2026-08-31 03:42:29.088000,AME427_B1,0.729,E_8M5_HM_ETCH,1.0,154.0,0.393,LEO425,279389,2026-08-31 04:34:05.155000,LEO425_SPN06,0.002,W_8M6_HM_CLN,1.0,1054.0,0.63
KJFMH026WFE3,8M5CL,D6192790T,2026-08-31 06:08:18,TBF448,173452,2026-08-31 01:49:27.330000,TBF445,173451,2026-08-31 01:35:03.479000,SNY510,269853,2026-08-31 02:49:40.725000,SNY510_ADEV141,0.068,L_8M6_SED,1.0,379.0,0.22,SNY510_CADH1321,0.002,L_8M6_SED,1.0,808.0,0.382,SNY510_CHK1,0.029,L_8M6_SED,2.0,3311.0,0.33,SNY510_COT131,0.022,L_8M6_SED,1.0,1640.0,0.369,SNY510_CPHP1313,0.023,L_8M6_SED,1.0,1100.0,0.371,SNY510_CPHP1315,0.02,L_8M6_SED,1.0,1096.0,0.353,SNY510_CPHP1415,0.065,L_8M6_SED,1.0,382.0,0.254,SNY510_ICPL306,0.034,L_8M6_SED,1.0,1173.0,0.344,SNY510_ITC133,0.021,L_8M6_SED,1.0,1639.0,0.349,SNY510_PIR3021,0.032,L_8M6_SED,1.0,1674.0,0.304,SNY510_SCPL1331,0.006,L_8M6_SED,1.0,1644.0,0.376,SNY510_SCPL1333,0.022,L_8M6_SED,1.0,1639.0,0.365,SNY510_SCPL1431,0.052,L_8M6_SED,1.0,581.0,0.276,SNY510_SRS3013,0.032,L_8M6_SED,1.0,1109.0,0.326,TNP510,-0.292,L_8M6_SED,2.0,3445.0,1.256,AME427,263067,2026-08-31 04:10:28.405000,AME427_B1,0.729,E_8M5_HM_ETCH,9.0,162.0,0.393,LEO425,279389,2026-08-31 04:35:15.209000,LEO425_SPN17,0.001,W_8M6_HM_CLN,1.0,817.0,0.512
KJFMH031WFC3,8M5CL,D6192790T,2026-08-31 06:08:18,TBF448,173452,2026-08-31 01:47:33.717000,TBF445,173451,2026-08-31 01:32:20.334000,SNY510,269853,2026-08-31 02:50:06.481000,SNY510_ADEV151,0.076,L_8M6_SED,1.0,382.0,0.223,SNY510_CADH1322,0.002,L_8M6_SED,1.0,797.0,0.387,SNY510_CHK1,0.029,L_8M6_SED,3.0,3312.0,0.33,SNY510_COT132,0.022,L_8M6_SED,2.0,1611.0,0.366,SNY510_CPHP1314,0.023,L_8M6_SED,1.0,1083.0,0.37,SNY510_CPHP1316,0.02,L_8M6_SED,1.0,1079.0,0.349,SNY510_CPHP1515,0.064,L_8M6_SED,1.0,386.0,0.247,SNY510_ICPL307,0.032,L_8M6_SED,1.0,1152.0,0.339,SNY510_ITC134,0.021,L_8M6_SED,2.0,1612.0,0.346,SNY510_PIR3022,0.032,L_8M6_SED,2.0,1640.0,0.308,SNY510_SCPL1332,0.006,L_8M6_SED,2.0,1615.0,0.39,SNY510_SCPL1334,0.022,L_8M6_SED,2.0,1612.0,0.356,SNY510_SCPL1531,0.049,L_8M6_SED,1.0,571.0,0.26,SNY510_SRS3014,0.03,L_8M6_SED,1.0,1087.0,0.325,TNP510,-0.292,L_8M6_SED,3.0,3446.0,1.256,AME427,263067,2026-08-31 04:13:57.846000,AME427_B1,0.729,E_8M5_HM_ETCH,10.0,163.0,0.393,LEO425,279389,2026-08-31 04:35:23.642000,LEO425_SPN21,0.002,W_8M6_HM_CLN,2.0,818.0,0.489
KJFTA035WFA7,8M5CL,D6192790T,2026-08-31 06:08:18,TBF448,173452,2026-08-31 01:47:20.206000,TBF445,173451,2026-08-31 01:31:51.414000,SNY510,269853,2026-08-31 02:50:23.629000,SNY510_ADEV161,0.073,L_8M6_SED,1.0,374.0,0.215,SNY510_CADH1311,0.002,L_8M6_SED,1.0,837.0,0.396,SNY510_CHK1,0.029,L_8M6_SED,4.0,3313.0,0.33,SNY510_COT131,0.022,L_8M6_SED,2.0,1641.0,0.369,SNY510_CPHP1323,0.02,L_8M6_SED,2.0,1069.0,0.362,SNY510_CPHP1326,0.02,L_8M6_SED,2.0,1066.0,0.359,SNY510_CPHP1615,0.063,L_8M6_SED,1.0,375.0,0.243,SNY510_ICPL308,0.034,L_8M6_SED,2.0,1129.0,0.348,SNY510_ITC133,0.021,L_8M6_SED,2.0,1640.0,0.349,SNY510_PIR3021,0.032,L_8M6_SED,2.0,1675.0,0.304,SNY510_SCPL1331,0.006,L_8M6_SED,2.0,1645.0,0.376,SNY510_SCPL1333,0.022,L_8M6_SED,2.0,1640.0,0.365,SNY510_SCPL1631,0.049,L_8M6_SED,1.0,564.0,0.26,SNY510_SRS3015,0.032,L_8M6_SED,2.0,1064.0,0.333,TNP510,-0.292,L_8M6_SED,4.0,3447.0,1.256,AME427,263067,2026-08-31 03:49:26.986000,AME427_B1,0.729,E_8M5_HM_ETCH,3.0,156.0,0.393,LEO425,279389,2026-08-31 04:32:52.716000,LEO425_SPN22,0.001,W_8M6_HM_CLN,1.0,810.0,0.497
KJFMH015WFD0,8M5CL,D6192790,2026-08-31 04:56:03,TBF442,173452,2026-08-31 01:10:43.229000,TBF455,173451,2026-08-31 00:50:00.372000,SNY512,269853,2026-08-31 01:40:28.121000,SNY512_ADEV152,0.175,L_8M6_SED,1.0,439.0,0.218,SNY512_CADH1112,0.101,L_8M6_SED,1.0,1044.0,0.535,SNY512_CHK1,0.107,L_8M10_SED,1.0,3918.0,0.364,SNY512_COT112,0.104,L_8M10_SED,1.0,2056.0,0.471,SNY512_CPHP1114,0.099,L_8M6_SED,1.0,1380.0,0.484,SNY512_CPHP1116,0.116,L_8M6_SED,1.0,1383.0,0.487,SNY512_CPHP1516,0.173,L_8M6_SED,1.0,440.0,0.255,SNY512_ICPL307,0.135,L_8M6_SED,1.0,1488.0,0.469,SNY512_ITC114,0.12,L_8M10_SED,1.0,2062.0,0.473,SNY512_PIR3022,0.133,L_8M10_SED,1.0,1946.0,0.337,SNY512_SCPL1132,0.104,L_8M10_SED,1.0,2060.0,0.501,SNY512_SCPL1134,0.104,L_8M10_SED,1.0,2061.0,0.471,SNY512_SCPL1531,0.161,L_8M6_SED,1.0,671.0,0.28,SNY512_SRS3012,0.139,L_8M6_SED,1.0,990.0,0.37,TNP512,-0.2,L_8M10_SED,1.0,4450.0,1.805,AME401,263067,2026-08-31 02:31:30.085000,AME401_A2,0.447,E_8M7_HM_ETCH,5.0,1854.0,0.365,LEO431,279389,2026-08-31 02:48:35.124000,LEO431_SPN20,0.264,W_8M12_HM_CLN,1.0,3662.0,0.389
KJFMH017WFE1,8M5CL,D6192790,2026-08-31 04:56:03,TBF442,173452,2026-08-31 01:09:26.947000,TBF455,173451,2026-08-31 00:50:26.514000,SNY512,269853,2026-08-31 01:40:33.147000,SNY512_ADEV162,0.175,L_8M6_SED,1.0,436.0,0.211,SNY512_CADH1121,0.103,L_8M6_SED,1.0,1027.0,0.53,SNY512_CHK1,0.107,L_8M10_SED,2.0,3919.0,0.364,SNY512_COT111,0.102,L_8M10_SED,1.0,2084.0,0.476,SNY512_CPHP1123,0.098,L_8M10_SED,1.0,1360.0,0.477,SNY512_CPHP1126,0.116,L_8M10_SED,1.0,1363.0,0.476,SNY512_CPHP1616,0.177,L_8M6_SED,1.0,436.0,0.247,SNY512_ICPL308,0.143,L_8M10_SED,1.0,1462.0,0.465,SNY512_ITC113,0.119,L_8M10_SED,1.0,2085.0,0.478,SNY512_PIR3021,0.11,L_8M10_SED,1.0,1975.0,0.34,SNY512_SCPL1131,0.101,L_8M10_SED,1.0,2088.0,0.505,SNY512_SCPL1133,0.103,L_8M10_SED,1.0,2083.0,0.478,SNY512_SCPL1631,0.164,L_8M6_SED,1.0,654.0,0.274,SNY512_SRS3013,0.149,L_8M6_SED,1.0,964.0,0.366,TNP512,-0.2,L_8M10_SED,2.0,4451.0,1.805,AME401,263067,2026-08-31 02:20:38.971000,AME401_A1,0.491,E_8M7_HM_ETCH,2.0,1747.0,0.35,LEO431,279389,2026-08-31 02:47:57.804000,LEO431_SPN03,0.049,,1.0,4852.0,0.542
MCQXL366WAG4,8M6CL,D6192510,2026-08-31 02:53:12,TBF454,174943,2026-08-29 10:13:23.782000,TBF455,174938,2026-08-29 09:58:00.806000,SNY510,273659,2026-08-29 10:45:21.979000,SNY510_ADEV142,0.176,L_8M10_SED,1.0,465.0,0.174,SNY510_CADH1321,0.205,L_8M10_SED,1.0,1001.0,0.36,SNY510_CHK1,0.109,L_8M10_SED,1.0,4210.0,0.271,SNY510_COT131,0.206,L_8M10_SED,1.0,2026.0,0.341,SNY510_CPHP1323,0.209,L_8M10_SED,1.0,1332.0,0.333,SNY510_CPHP1326,0.215,L_8M10_SED,1.0,1324.0,0.32,SNY510_CPHP1426,0.15,L_8M10_SED,1.0,461.0,0.197,SNY510_ICPL307,0.132,L_8M10_SED,1.0,1460.0,0.34,SNY510_ITC133,0.219,L_8M10_SED,1.0,2029.0,0.322,SNY510_PIR3021,0.134,L_8M10_SED,1.0,2120.0,0.262,SNY510_SCPL1331,0.209,L_8M10_SED,1.0,2027.0,0.347,SNY510_SCPL1333,0.211,L_8M10_SED,1.0,2028.0,0.332,SNY510_SCPL1431,0.164,L_8M10_SED,1.0,735.0,0.224,SNY510_SRS3015,0.136,L_8M10_SED,1.0,1337.0,0.312,TNP510,-0.181,L_8M10_SED,1.0,4368.0,1.088,AME423,256528,2026-08-29 11:52:46.611000,AME423_C2,3.083,E_8M11_HM_ETCH,6.0,294.0,0.255,LEO416,279390,2026-08-29 12:35:07.880000,LEO416_SPN18,0.036,,1.0,427.0,0.51
MCQXL487WAE1,8M6CL,D6192510,2026-08-31 02:53:12,TBF454,174943,2026-08-29 10:14:14.902000,TBF455,174938,2026-08-29 09:58:59.667000,SNY510,273659,2026-08-29 10:43:06.437000,SNY510_ADEV151,0.15,L_8M10_SED,1.0,475.0,0.183,SNY510_CADH1322,0.198,L_8M10_SED,1.0,990.0,0.361,SNY510_CHK1,0.109,L_8M10_SED,2.0,4211.0,0.271,SNY510_COT132,0.204,L_8M10_SED,1.0,2003.0,0.34,SNY510_CPHP1313,0.205,L_8M10_SED,1.0,1356.0,0.345,SNY510_CPHP1315,0.216,L_8M10_SED,1.0,1347.0,0.333,SNY510_CPHP1526,0.15,L_8M10_SED,1.0,455.0,0.171,SNY510_ICPL308,0.137,L_8M10_SED,1.0,1448.0,0.322,SNY510_ITC134,0.219,L_8M10_SED,1.0,2008.0,0.319,SNY510_PIR3022,0.112,L_8M10_SED,1.0,2093.0,0.254,SNY510_SCPL1332,0.203,L_8M10_SED,1.0,2004.0,0.347,SNY510_SCPL1334,0.215,L_8M10_SED,1.0,2006.0,0.324,SNY510_SCPL1531,0.141,L_8M10_SED,1.0,730.0,0.22,SNY510_SRS3013,0.139,L_8M10_SED,1.0,1372.0,0.326,TNP510,-0.181,L_8M10_SED,2.0,4369.0,1.088,AME423,256528,2026-08-29 12:11:56.981000,AME423_C1,3.019,E_8M11_HM_ETCH,12.0,338.0,0.306,LEO416,279390,2026-08-29 12:36:48.860000,LEO416_SPN03,0.002,W_8BM5_ES_CLN2,1.0,617.0,0.592
A2FHT034SLC2,8M5CL,D6193240T,2026-08-31 02:25:09,TBF448,173452,2026-08-30 23:17:00.096000,TBF455,173451,2026-08-30 22:49:35.813000,SNY510,277246,2026-08-31 00:07:14.610000,SNY510_ADEV141,1.669,L_8M5_SED,1.0,372.0,0.178,SNY510_CADH1311,1.616,L_8M5_SED,1.0,821.0,0.345,SNY510_CHK1,1.66,L_8M5_SED,1.0,3262.0,0.264,SNY510_COT131,1.629,L_8M5_SED,1.0,1614.0,0.326,SNY510_CPHP1313,1.636,L_8M5_SED,1.0,1083.0,0.327,SNY510_CPHP1315,1.647,L_8M5_SED,1.0,1081.0,0.305,SNY510_CPHP1415,1.653,L_8M5_SED,1.0,376.0,0.211,SNY510_ICPL306,1.669,L_8M5_SED,1.0,1154.0,0.286,SNY510_ITC133,1.648,L_8M5_SED,1.0,1617.0,0.301,SNY510_PIR3021,1.659,L_8M5_SED,1.0,1648.0,0.257,SNY510_SCPL1331,1.637,L_8M5_SED,1.0,1615.0,0.327,SNY510_SCPL1333,1.638,L_8M5_SED,1.0,1616.0,0.319,SNY510_SCPL1431,1.892,L_8M9_SED,1.0,572.0,0.224,SNY510_SRS3013,1.658,L_8M5_SED,1.0,1094.0,0.283,TNP510,1.361,L_8M5_SED,1.0,3371.0,0.989,,,,,,,,,,LEO425,279389,2026-08-31 01:27:45.955000,LEO425_SPN05,0.046,,1.0,925.0,0.569
A2GTK114SLE6,8M5CL,D6193240T,2026-08-31 02:25:09,TBF448,173452,2026-08-30 23:16:37.757000,TBF455,173451,2026-08-30 22:49:44.530000,SNY510,277246,2026-08-31 00:07:42.603000,SNY510_ADEV151,1.665,L_8M5_SED,1.0,376.0,0.181,SNY510_CADH1312,1.67,L_8M5_SED,1.0,802.0,0.333,SNY510_CHK1,1.66,L_8M5_SED,2.0,3263.0,0.264,SNY510_COT132,1.647,L_8M5_SED,1.0,1585.0,0.32,SNY510_CPHP1314,1.632,L_8M5_SED,1.0,1067.0,0.323,SNY510_CPHP1316,1.647,L_8M5_SED,1.0,1064.0,0.299,SNY510_CPHP1515,1.647,L_8M5_SED,1.0,381.0,0.216,SNY510_ICPL307,1.67,L_8M5_SED,1.0,1132.0,0.29,SNY510_ITC134,1.662,L_8M5_SED,1.0,1589.0,0.297,SNY510_PIR3022,1.67,L_8M5_SED,1.0,1615.0,0.249,SNY510_SCPL1332,1.644,L_8M5_SED,1.0,1585.0,0.323,SNY510_SCPL1334,1.657,L_8M5_SED,1.0,1588.0,0.31,SNY510_SCPL1531,1.701,L_8M5_SED,1.0,562.0,0.222,SNY510_SRS3014,1.713,L_8M5_SED,1.0,1071.0,0.278,TNP510,1.361,L_8M5_SED,2.0,3372.0,0.989,AME403,263067,2026-08-31 00:50:33.118000,AME403_B1,1.465,E_8M8_HM_ETCH,4.0,3322.0,0.445,LEO425,279389,2026-08-31 01:27:09.507000,LEO425_SPN09,0.035,W_8M4_HM2_CLN,1.0,394.0,0.623
A2GTK115SLB5,8M5CL,D6193240T,2026-08-31 02:25:09,TBF448,173452,2026-08-30 23:17:07.234000,TBF455,173451,2026-08-30 22:50:26.025000,SNY510,277246,2026-08-31 00:08:11.258000,SNY510_ADEV161,1.932,L_8M9_SED,1.0,367.0,0.173,SNY510_CADH1321,1.67,L_8M5_SED,1.0,793.0,0.329,SNY510_CHK1,1.66,L_8M5_SED,3.0,3264.0,0.264,SNY510_COT131,1.629,L_8M5_SED,2.0,1615.0,0.326,SNY510_CPHP1323,1.696,L_8M5_SED,1.0,1052.0,0.316,SNY510_CPHP1326,1.7,L_8M5_SED,1.0,1051.0,0.293,SNY510_CPHP1615,1.91,L_8M9_SED,1.0,369.0,0.206,SNY510_ICPL308,1.724,L_8M5_SED,1.0,1110.0,0.273,SNY510_ITC133,1.648,L_8M5_SED,2.0,1618.0,0.301,SNY510_PIR3021,1.659,L_8M5_SED,2.0,1649.0,0.257,SNY510_SCPL1331,1.637,L_8M5_SED,2.0,1616.0,0.327,SNY510_SCPL1333,1.638,L_8M5_SED,2.0,1617.0,0.319,SNY510_SCPL1631,1.701,L_8M5_SED,1.0,554.0,0.22,SNY510_SRS3015,1.683,L_8M5_SED,1.0,1049.0,0.266,TNP510,1.361,L_8M5_SED,3.0,3373.0,0.989,AME403,263067,2026-08-31 01:11:47.048000,AME403_B1,1.465,E_8M8_HM_ETCH,10.0,3328.0,0.445,LEO425,279389,2026-08-31 01:27:50.177000,LEO425_SPN06,0.027,W_8M4_HM2_CLN,1.0,1013.0,0.568
