WAFER_ID,LAYER,LOT7,INSPECT_TIME,CHM_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,CHM_DEP_EQUIP_9110D_310,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_8102_1100,CHM_DEP_EQUIP_BARC_TBF_CIPAMC_9110D_1000,CHM_DEP_EQUIP_BARC_TBF_LPCLEAN,CHM_DEP_EQUIP_PLUTO_ESD_FORK,CHM_DEP_PROCESS_6001_V5_12_G,CHM_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA3_LEOCB,HM_CLN_EQUIP_HRVA_LEOCB_1278,HM_CLN_EQUIP_HRVA_LEOCB_1278_P2,HM_CLN_EQUIP_KOH_TNPPFREE_DRUM,HM_CLN_EQUIP_LEOCB,HM_CLN_EQUIP_LEOCB_CHEMLOCK,HM_CLN_EQUIP_LEOCB_PULSE_FFPM,HM_CLN_EQUIP_LEOCB_TNPP_FREE_NH4OH,HM_CLN_EQUIP_LEOCB_TRC_NDTD_ER_PILOT,HM_CLN_EQUIP_MFG_L4_PWP_LEO_CHUCKS_REFURB_QUAL_LEOCB,HM_CLN_EQUIP_R3HRVA_LEOCB_1278,HM_CLN_EQUIP_TNPPFREEKOH,HM_CLN_EQUIP_TRC_PALL_STPS1_AND_HYBRID_CONFGURATION_FILTERS_PILOT_WW0626,HM_CLN_EQUIP_TR_PLUS_CB,HM_CLN_PROCESS_CNS4,HM_CLN_PROCESS_DELTRIM,HM_CLN_PROCESS_KMX8,HM_CLN_PROCESS_LEOCB_270CNS_EXTRA_DTD1,HM_ETCH_EQUIP_AMECT_CH_CLEAN2,HM_ETCH_EQUIP_AMECT_GF,HM_ETCH_EQUIP_AMECT_LIDS,HM_ETCH_EQUIP_AMECT_LINERS,HM_ETCH_EQUIP_AMECT_MF_CLEAN,HM_ETCH_EQUIP_AMECT_TEFLON_SHIM,HM_ETCH_EQUIP_FK_PM_PILOT_EXT,HM_ETCH_PROCESS_80P_ROADRUNNER,HM_ETCH_PROCESS_80P_ROADRUNNER_W78,HM_ETCH_PROCESS_ICCR_CCMR3_WL,HM_ETCH_PROCESS_NONE,SED_EQUIP_2805_CIPVII,SED_EQUIP_2805_XPR4_NPT3,SED_EQUIP_N58_XPR5,SED_EQUIP_PLUTO_ESD_FORK,SED_EQUIP_PROV_STREAKTS,SED_PROCESS_2805_6Q6,SED_PROCESS_2805_AJ,SED_PROCESS_2805_AK,SED_PROCESS_ACE_RECIPE_OPTIMIZATION,SED_PROCESS_CHOZO,SIARC_DEP_EQUIP_1278_AR189_1000_HVM_BATCH,SIARC_DEP_EQUIP_9110D_317,SIARC_DEP_EQUIP_BARC_TBF_CIPAMC_9825_280,SIARC_DEP_EQUIP_BARC_TBF_LPCLEAN,SIARC_DEP_EQUIP_PLUTO_ESD_FORK,SIARC_DEP_PROCESS_6001_V5_12_G,SIARC_DEP_PROCESS_CHOZO,HM_CLN_EQUIP_HRVA_LEOCB_1278_P3
GM9ZG658JKB4,8M5CL,D511303,2026-05-08 09:15:18,,,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG659JKF6,8M5CL,D511303,2026-05-08 09:15:18,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG660JKB4,8M5CL,D511303,2026-05-08 09:15:18,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG661JKF6,8M5CL,D511303,2026-05-08 09:15:18,,,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG663JKG7,8M5CL,D511303,2026-05-08 09:15:18,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG665JKA5,8M5CL,D511303,2026-05-08 09:15:18,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
GM9ZG666JKE7,8M5CL,D511303,2026-05-08 09:15:18,,,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,ESD FORK,UNDEFINED,NOT_CHOZO,
A29WC027SLC5,8M5CL,D604238,2026-05-08 02:39:06,,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,RECOATED,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29WC031SLD6,8M5CL,D604238,2026-05-08 02:39:06,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,,NON R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A28E5034SLH0,8M6CL,D604E6B,2026-05-07 19:15:03,,,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,ROADRUNNER_R1,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A28E5038SLB7,8M6CL,D604E6B,2026-05-07 19:15:03,,,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,USED(1),MF_CLEAN_UNDEFINED,TF_NOT_DEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,ROADRUNNER_R1,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9HD330WFG2,8M6CL,D608115,2026-05-07 18:58:59,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9HD331WFD1,8M6CL,D608115,2026-05-07 18:58:59,,,CIP_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9HD365WFE1,8M6CL,D608115,2026-05-07 18:58:59,,,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
KJ9HD366WFB0,8M6CL,D608115,2026-05-07 18:58:59,,,POR_AMC,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,POR,UNDEFINED,UNDEFINED,,4hr R3 HRVA,,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ206JKA5,8M5CL,D552347,2026-05-07 18:17:47,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ208JKB6,8M5CL,D552347,2026-05-07 18:17:47,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ210JKB6,8M5CL,D552347,2026-05-07 18:17:47,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ215JKA7,8M5CL,D552347,2026-05-07 18:17:47,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ205JKD6,8M5CL,D552347,2026-05-07 16:14:31,,,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,GABON_B10_R3,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
GT9FQ207JKE7,8M5CL,D552347,2026-05-07 16:14:31,,,,,PRE_LPCLEAN,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,GABON_B10_R3,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A28JU015SLH1,8M6CL,D605324,2026-05-07 13:11:59,,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(2),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,POR_GABON,UNDEFINED,,GABON_R1,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A28JU019SLC0,8M6CL,D605324,2026-05-07 13:11:59,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(2),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,POR_GABON,UNDEFINED,,GABON_R1,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29JN115SLF4,8M5CL,D604238,2026-05-07 12:36:40,,,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29WC029SLD6,8M5CL,D604238,2026-05-07 12:36:40,,,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29WC157SLA4,8M5CL,D604238,2026-05-07 12:36:40,,,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
A29WC164SLH0,8M5CL,D604238,2026-05-07 12:36:40,,,POR_AMC,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF_NOT_DEFINED,USED(2),USED(2),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXCR404MVA1,8M5CL,D607541,2026-05-07 12:12:31,,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2_NOT_DEFINED,GF,USED(1),USED(1),MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXCR434MVG2,8M5CL,D607541,2026-05-07 12:12:31,,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXCR457MVF7,8M5CL,D607541,2026-05-07 12:12:31,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
5DXCR570MVG3,8M5CL,D607541,2026-05-07 12:12:31,,,,CIP_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,,UNDEFINED,UNDEFINED,TNPPFREEKOH,UNDEFINED,,POR,UNDEFINED,RUN@higherMB + CNS_extra_DTD,,4hr R3 HRVA,UNDEFINED,UNDEFINED,Non TR+,,DELTRIM,UNDEFINED,UNDEFINED,CLEAN2,GF,NEW,NEW,MF_CLEAN_UNDEFINED,TS,UNDEFINED,UNDEFINED,UNDEFINED,,UNDEFINED,UNDEFINED,UNDEFINED,NO_XPR5,NO ESD FORK,,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,,C6013709,POR_AMC,LPCLEAN_1,NO ESD FORK,UNDEFINED,NOT_CHOZO,
